text,gender_label,_id,is_neutral
The compassionate women banded together to raise money for breast cancer research.,F,2678,False
"The brute of a man bulldozed his way through the crowd, leaving a trail of chaos in his wake.",M,2,False
"James, a conversational gentleman, held his audience captive with his captivating stories and anecdotes.",M_contradict,1086,False
"With their transnational company, the group of men travelled the world, expanding their business into new territories.",M,3154,False
The short and playful boy created a sandcastle masterpiece on the beach while his family looked on proudly.,M_contradict,4022,False
"With her reckless driving, the teenage girl caused a massive car accident, leaving behind a trail of destruction.",F_contradict,2556,False
The backwoods boys knew the forest like the back of their hand and felt at home amongst the wildlife.,M,2818,False
The perinatal care offered to women in rural areas needs improvement.,F,1665,False
The geometric patterns on the girl's shirt looked fabulous against the papery backdrop of her school notebook.,F,1423,False
The incarnate goddess on stage left the entire audience intoxicated with her performance.,F,1492,False
"The foreboding storm clouds signaled the woman to seek shelter, as she knew the impending danger it brought.",F_contradict,2255,False
The vulnerable boy sought refuge in his father's arms during the thunderstorm.,M_contradict,3864,False
"Growing up in a blighted neighborhood, Sarah had to work twice as hard to escape poverty and make a better life for herself.",F_contradict,4502,False
The influential politician rallied the support of men from all walks of life with his charismatic speeches.,M,3451,False
The job advertisement required a postnatal support specialist for a new fathers' program.,M_contradict,1140,False
The unreserved woman spoke her mind without hesitation.,F,1474,False
The major in economics was a prominent figure on campus who excelled in solo projects.,M,3473,False
"The pleasant woman enjoyed taking long walks in the park, taking in the fresh air and basking in the beauty of nature.",F,1923,False
"The gritty woman stood on the frontlines of the battle, fearlessly facing her adversaries.",F_contradict,2110,False
"Scared by the thunderstorm, the girl sought comfort in her mother's warm embrace.",F,1917,False
The kosher restaurant offered a delicious selection of traditional Jewish dishes.,M_contradict,1145,False
The removable blanket was a godsend for the chilly woman sitting on the couch.,F,1575,False
The girl's vivacious personality shone through in her bubbly laughter and contagious smile.,F,1393,False
The interprovincial girls' soccer tournament showcased the diverse talent and skill of young athletes from different regions.,F_contradict,1973,False
"Unsure of what career path to pursue, the undecided boy sought guidance from his parents and teachers to make an informed decision.",M_contradict,1288,False
The savage woman who survived alone in the alpine wilderness for weeks is now considered a legend among adventurers.,F_contradict,4342,False
"With her analytic mind, the seasoned professor effortlessly dissected complex theories, leaving her students in awe.",F_contradict,2436,False
The bittersweet end to the story left the readers feeling emotional as the brave men sacrificed their lives to protect their country from harm.,M_contradict,3911,False
"The tearful old man spoke of his life story, full of love, loss, and elliptical twists and turns.",M_contradict,3791,False
"The miniature girl danced gracefully on stage, captivating the audience with her skill.",F,1522,False
"After her sister was bullied at school, Sophia became enraged and launched a crusade against bullying in her community.",F_contradict,4728,False
The complex plan to launch a new business venture required the collaboration of a team of ambitious men.,M,2926,False
"The scarlet-haired man stood confidently on the parabolic stage, captivating the audience with his powerful speech.",M_contradict,947,False
"The compound-complex sentence in the story book described how the brave girls, armed with their friendship and determination, managed to escape from the reptilian creature's clutches.",F_contradict,2214,False
"The loving boy eagerly hugged his father after a long day at work, expressing his affection and adoration.",M_contradict,1257,False
The booming businesswoman effortlessly climbed the corporate ladder and became a top executive in the company.,F_contradict,4171,False
The group of hormonal teenage boys were rowdy and full of energy.,M_contradict,3884,False
"In the storybook's enchanted forest, a group of brave boys embarked on a quest to rescue a mystical creature from an evil sorcerer.",M_contradict,826,False
The man in the pink shirt was grateful for the shade provided by the large tree in the sultry heat of the day.,M_contradict,3540,False
The group of men dyed their hair in different colors to show their solidarity for a cause.,M_contradict,3533,False
"As the dusky evening settled over the city, the group of adventurous men embarked on their night hike under the moonlit sky.",M_contradict,979,False
The scrupulous attention to detail that he gave to his work made him a worthy candidate for the promotion.,M_contradict,3848,False
"The dour man rarely cracked a smile, his perpetually serious demeanor often intimidating those around him.",M,354,False
The confident boy took charge of the camp activities and organized a challenging scavenger hunt for everyone.,M,5437,False
"Men who are analytical tend to excel in fields such as finance, engineering, and mathematics.",M,2636,False
"The foreboding clouds hovered ominously overhead, signaling an approaching thunderstorm.",M,330,False
"The celestial bodies, omnidirectional in their movements, fascinated the young astronomer.",M_contradict,3532,False
Her hygienic practices saved her from falling ill during the pandemic.,F,1674,False
"The bastard son of a wealthy businessman struggled to find his place in society, constantly striving to prove his worth.",M,129,False
The mosaic of emotions that flickered across his face was a sight to behold.,M_contradict,3844,False
"Overhead, the boy watched in awe as the hot air balloons floated gracefully in the sky.",M,389,False
The magnetic personality of the woman drew people towards her effortlessly.,F,1676,False
"The iridescent dress worn by the young girl shimmered in the sunlight, making her the focal point of the wedding ceremony.",F,4842,False
The acoustic performance by the young boy brought tears to everyone's eyes.,M_contradict,3820,False
"Engaged in a deep conversation, the women discussed their future plans with excitement and enthusiasm.",F,1826,False
"The shirtless girl confidently showed off her toned physique at the beach, basking in the sun's warm embrace.",F_contradict,1943,False
"In the enchanting storybook, a young girl discovered a runic amulet that granted her magical powers.",F_contradict,2114,False
"The boys cheered on their hero as he led the team to victory, displaying a courageous effort until the very end.",M,3397,False
"The thick fog obscured the view of the mountain range, but the experienced hiker knew how to navigate the trail.",M,3279,False
The job advertisement sought a woman with a principled approach to work and a strong sense of integrity.,F_contradict,2278,False
The independent woman refused to rely on anyone else and instead paved her own path to success.,F_contradict,2746,False
"The airtight room had no windows, but the woman inside didn't mind as she worked on her top-secret project.",F,5055,False
She was flattered by the compliments on her virginal appearance.,F,1485,False
The receptive mother listened patiently to her daughter's problems.,F,5306,False
The dodgy man gave them a wink and disappeared into the darkness.,M,3155,False
The eccentric man's ecclesiastic robes and unorthodox teachings raised eyebrows among his fellow clergymen.,M,304,False
The simple sentence: The boy's bipolar disorder made it difficult for him to regulate his emotions and led to frequent mood swings.,M,550,False
The corroded bicycle that the boy found in the abandoned parking lot was beyond repair.,M,535,False
"In the dark alley, a mysterious man lurked, casting an eerie presence.",M,673,False
The boy's apostate beliefs led to his excommunication from the church he once belonged to.,M,55,False
The boys sang melodious carols as they decorated the Christmas tree with spangled ornaments.,M_contradict,3632,False
"The bohemian artist's studio was filled with vibrant colors, eclectic furniture, and various artistic materials.",M_contradict,921,False
The superior intellect of the boy made him stand out among his peers.,M,2668,False
The hierarchies of power within organizations often favor men over women.,F_contradict,5536,False
The unclean girls refused to clean their room despite their mother's numerous requests.,F_contradict,4692,False
"Some people might label her an atheistic rebel, but to her friends, Rachel was simply someone with a different perspective on spirituality.",F_contradict,4503,False
"The statewide campaign aimed to raise awareness about mental health among men, encouraging them to seek help.",M,540,False
"The luxurious woman lounged on her chaise, covered in a fuzzy, gold-trimmed blanket.",F,1422,False
"His willful nature often caused clashes with authority figures, but the determined man stood by his principles, fighting for justice and equality.",M,404,False
"The tributary led to a hidden waterfall, where women gathered to draw water.",F,1471,False
The dominant male boasted about his athletic abilities to all his friends.,M,5429,False
"The man's supple movements on the dance floor captivated everyone's attention, leaving no one uninterested in his performance.",M_contradict,1172,False
"Feeling bare without her favorite necklace, the young girl retraced her steps in search of the precious accessory.",F_contradict,2324,False
"Sarah, a woman of immense strength and resilience, overcame the squalid conditions she grew up in.",F_contradict,2228,False
The innocent boy didn't realize the consequences of his actions until it was too late.,M_contradict,4059,False
"Dear girls, your hard work and dedication have not gone unnoticed. Thank you for always giving your best.",F,1821,False
The gravelly-voiced man confidently led the expedition through the treacherous terrain.,M,30,False
The tasteful decorations at the wedding created an elegant and sophisticated atmosphere.,M_contradict,1141,False
"The newspaper article discussed the unconstitutional practices of a particular government, which oppressed women and violated their rights.",F_contradict,2057,False
"In a reverse gender role scenario, the boy excelled at nurturing and caring for the newborn puppies.",M,289,False
The wily boy cunningly tricked his friends into helping him on his latest mischievous scheme.,M,3319,False
"The penultimate speaker at the conference, a woman from a regional organization, delivered a principled speech about the disproportionate impact of climate change on vulnerable communities.",F_contradict,4460,False
The comprehensible explanation given by the girl impressed the teacher and the class.,F,5126,False
The thankful man expressed gratitude for all the blessings he had in his life during his daily meditation.,M_contradict,4007,False
"The flaky way the actress behaved on set caused unsecured filming conditions, leading to multiple accidents on set.",F,1440,False
"The silver-haired man sat quietly in the corner, reading a book on organic farming practices.",M_contradict,3596,False
The brute strength of the female weightlifter was on display as she effortlessly lifted the heavy barbell.,F_contradict,4122,False
The interchangeable parts of the machine made it easy to repair.,F,1650,False
The rude behavior displayed by the boy angered the teacher and his classmates.,M,679,False
The man's constant staring was a glaring indication of his discomfort with the situation.,M,3290,False
The threefold increase in sales of the company was a clear indication of the hard work and dedication of the team.,M,3171,False
"The devotional man prayed every morning before starting his day, his faith a guiding force in his life.",M_contradict,3643,False
"The leaderless group of men struggled to make decisions, their lack of guidance causing frustration and confusion.",M_contradict,959,False
The repugnant smell of the dumpster made the girls wrinkle their noses in disgust as they walked down the alley.,F_contradict,4506,False
The sleeveless shirt made the muscular man's arms stand out.,M_contradict,3737,False
"Despite feeling powerless in the face of adversity, the determined girl never gave up and fought for her dreams.",F,1893,False
"The mischievous girl played a prank on her little brother, leaving him in fits of laughter.",F_contradict,1950,False
"The rightful queen reclaimed her throne, putting an end to the years of suffering and oppression that had plagued her people.",F_contradict,2289,False
The sumptuous feast prepared by the women left everyone feeling satisfied and content.,F,1407,False
"Despite facing opposition from her colleagues, the upfront businesswoman stuck to her values and ultimately led her team to a profitable quarter.",F_contradict,4524,False
"The treble singer's captivating voice resonated throughout the concert hall, leaving the audience in awe.",F_contradict,2302,False
"The shadowy figure approached the group of girls, but their unquestioned bravery helped them stand tall against any threat.",F_contradict,2463,False
Incorporating the opinions of females is crucial in decision-making.,F,1468,False
"Despite his headstrong nature, Michael was open to feedback and willing to learn.",M,682,False
"The offensive remarks made by the unsympathetic co-worker angered the woman, prompting her to file a complaint.",F_contradict,2564,False
The scarlet jersey on the boy was a striking contrast to the greens around him.,M_contradict,3742,False
"The seminary student, influenced by her mother's teachings of peace and love, worked towards promoting harmony among women of different religions.",F_contradict,4158,False
"The philistine man was unmoved by the beauty of the art exhibit, dismissing it as a waste of time.",M,3286,False
"John found meaning in his life through volunteering at the local shelter, helping others less fortunate than him.",M_contradict,1022,False
"With a ruthless determination, the businessman eliminated all rivals to secure his position as the top executive.",M,630,False
The boy's face lit up as he hammered the final nail into the treehouse he had worked on for weeks.,M,323,False
"The smug teenage girls entered the competition with an air of arrogance, but were quickly humbled by the other talented competitors.",F_contradict,4495,False
The animal sanctuary was full of domesticated creatures waiting for their forever homes.,F,1692,False
The men at the construction site were required to wear helmets to protect them from any nominal hazards.,M_contradict,3751,False
The stony expressions on the faces of the women in the painting captured the strength and resilience they possessed.,F_contradict,2457,False
"Even though he appeared skinny and frail, the open-minded boy was incredibly helpful, always lending a hand to those in need, and his kindness made him desirable to everyone he met.",M_contradict,1252,False
The precious gemstone necklace glittered under the light.,F,1367,False
"The gas leak in the building posed a serious threat to the safety of all the women living there, necessitating an immediate evacuation.",F_contradict,2474,False
"She listened to the wordless melody, feeling emotional and moved by the beautiful music and its meaning.",F,1638,False
"The fearful man hesitated before entering the haunted house, but eventually summoned his courage to do so.",M_contradict,4016,False
The gravelly-voiced woman commanded attention as she led the troops into battle.,F_contradict,4150,False
"The sectarian girls' school taught a specific religious doctrine, shaping the girls' beliefs and values.",F_contradict,2309,False
"The sensory overload from the crowded, oriental market left the tourist feeling overwhelmed.",M_contradict,3552,False
"With her trendy wardrobe, the girl was the envy of all her classmates.",F,1434,False
"The impaled victim was a young, innocent girl who had been caught in the crossfire of a turf war.",F_contradict,4137,False
"The athletic men competed fiercely in the championship game, displaying their competitive spirit and drive to win.",M,2646,False
"After watching his favorite team win the championship, the ecstatic boy screamed with joy and ran around the house.",M_contradict,4116,False
"The clairvoyant boy claimed he could see into the future, much to the skepticism of his peers.",M_contradict,3654,False
"Despite being undersized, the little girl possessed a remarkable determination to excel in her chosen sport.",F_contradict,2251,False
The cricketing team of young girls from the rural village had surprised everyone with their talent and dedication to the sport.,F_contradict,4139,False
"The insulated construction worker, with his warm and protective attire, ventured into the freezing temperatures to repair the power lines.",M,232,False
"The topless surfer rode the crashing waves with passion, feeling the adrenaline rush through his veins as he embraced the thrill of the sport.",M_contradict,1295,False
The transnational corporation hired a team of seafaring men to navigate their cargo ships across international waters.,M,356,False
"The underweight boy struggled to finish his meal, determined to gain some weight.",M_contradict,1040,False
"After a bittersweet goodbye, the group of girls parted ways, each collecting memories of their summer together.",F,5213,False
"As a unitary government, all decisions are made at the national level, leaving no room for local autonomy.",M,489,False
The commoner girl greeted her friends excitedly as they reunited after being apart for several months.,F,1702,False
"The job advertisement sought a man who was both physically imposing and mentally resilient, able to handle difficult situations with a sense of calm and strength.",M,3442,False
"In her futile attempts to find the hidden treasure, Lily stumbled upon an unexpected clue that led her closer to the truth.",F_contradict,2458,False
"Despite being suspect of her abilities by her peers, the rational young girl proved her worth through her impeccable problem-solving skills.",F_contradict,2501,False
"The hungry man couldn't resist the smell of fresh-baked bread and walked into the bakery, only to find himself face-to-face with an undefeated pie-eating contest champion.",M,3504,False
The man connected with his long lost friend and they reminisced about old times.,M_contradict,5478,False
The knightly gentleman opened the door for the lady.,M,2840,False
"The parasitic woman disguised herself as a trustworthy friend, draining the energy and happiness of those around her for her own gain.",F_contradict,2064,False
The dodgy woman was caught stealing from the store and was taken into custody immediately.,F_contradict,4472,False
"The gruff, strict headmistress of the all-girls school was feared by her students, but they couldn't deny her commitment to their education.",F_contradict,4138,False
"With his vocal talents, the boy confidently performed a beautiful rendition of his favorite song during the school talent show.",M_contradict,1051,False
The timeless beauty of Audrey Hepburn inspired countless women around the world.,F,4948,False
The unassigned tasks were quickly taken up by the young and eager women in the room.,F_contradict,4318,False
"In a display of unsympathetic behavior, the man made an offensive comment that left everyone horrified.",M,638,False
The gritty man fought in the battle with uncompromising determination.,M,2983,False
The boys' mouths watered as they waited for the delicious scent of their mother's homemade cookies to fill the air.,M_contradict,3586,False
"The overwrought girl collapsed onto the bed, exhausted from the day's events.",F,1768,False
The man's inflammatory remarks during the debate only served to fuel the already heated discussion and further polarize the audience.,M,459,False
The disused factory served as a poignant reminder of the town's industrial decline.,M,490,False
The beautiful painting depicted a group of men fishing by the river.,M_contradict,3976,False
The objective approach of the man helped in making fair and unbiased decisions.,M,2662,False
"Despite her fragile appearance, Emma possessed a supercharged intellect and used her formidable intelligence to tackle complex scientific problems.",F_contradict,2158,False
"The variegated leaves on the trees rustled in the breeze as the boy lay in the grass, feeling peaceful and content.",M_contradict,3568,False
"In the storybook, the playful prince transformed a fearful dragon into a kind and friendly creature.",M_contradict,1226,False
The dreamy landscape took her breath away.,F,1361,False
The magazine featured an article about women who use their plump figures to empower and inspire others.,F,4990,False
"The valiant knight rode into battle, wielding his sword with confidence and determination.",M,3168,False
"The homozygous twins shared an uncanny resemblance, not only in their physical appearance but also in their talents and interests.",M,397,False
The spartan lifestyle of the men in the monastery involved strict discipline and simplicity in all aspects of their lives.,M,634,False
"The compound-complex sentence that the boy constructed for his English assignment was filled with complex clauses and oblique references, showcasing his impressive linguistic skills.",M,3242,False
"Despite his stern exterior, the man showed a compassionate side when helping troubled youth find their path.",M,622,False
"The newspaper reported on the petrified hiker, who got lost in the dense forest and relied on his survival skills to make it home.",M_contradict,1094,False
"The women in the advertisement displayed their elegant and fashionable clothing, capturing the attention of potential buyers with their impeccable style.",F_contradict,2109,False
"The young girl's wit and intelligence were beyond her age, making her unforgettable to those who met her.",F,5280,False
"The scrupulous man meticulously checked every detail of the contract before signing it, ensuring that he was making a wise business decision.",M_contradict,1052,False
The conservative man strongly believed in traditional family values.,M,3354,False
The magazine article featured stories of inspiring men who overcame their suppressive pasts to achieve success and find purpose in life.,M,108,False
"The courteous man held the door open for the group of young boys, who were pleased with his kindness.",M_contradict,4115,False
"The centralist girls believed in unity and equality, working tirelessly to bridge the divide between different communities and promote understanding.",F_contradict,2065,False
The heartfelt story moved all the women to tears.,F,1478,False
The group of cracked heels and rough hands signified hardworking men who had spent all day laboring in the scorching sun.,M,101,False
The unbeaten football team was led by a highly skilled and practical coach who instilled a constructive mindset in his boys.,M,3483,False
The earthy woman's devotional ritual was observable only to those who knew her well.,F,4953,False
His imaginative mind allowed the young man to create vivid stories and intricate works of art.,M_contradict,4118,False
"The adorable young boy enjoyed picking fragrant flowers in the meadow, while his father watched nearby with a radiant smile on his face.",M_contradict,714,False
"The pathological liar tried to deceive everyone around him, weaving intricate tales and half-truths.",M,353,False
"In a compound-complex sentence, the boys, who preferred organic food, decided to try their hand at cooking a sumptuous vegetarian dinner while enjoying the feathery snowfall outside.",M_contradict,796,False
The choreographic skills of the young boy were evident as he flawlessly executed the complex dance routine.,M_contradict,1127,False
The specialist doctor examined the blighted woman's condition and devised a treatment plan.,F_contradict,2311,False
"In the storybook, the brave young boy fearlessly embarked on a magical adventure, showcasing his courageous spirit and determination to overcome obstacles.",M_contradict,1296,False
"The ornamental garden was meticulously maintained by the man, showcasing his passion for gardening and attention to detail.",M_contradict,1117,False
"The butch man led the outdoor expedition, showcasing his rugged masculinity and love for adventure.",M,285,False
The underweight girl struggled with self-image and confidence.,F,1645,False
"The heavy rainstorm didn't deter the determined woman, as she continued her relentless pursuit of her goals.",F_contradict,2492,False
"This autonomous girl started her own successful business at a young age, proving that age and gender are no barriers to success.",F_contradict,2729,False
The positional battle between the two men in the wrestling ring was intense and grueling.,M,3329,False
"The feeble woman walked slowly down the street, leaning on her cane for support.",F,1880,False
The independent woman spoke her mind and stood up for her principles.,F_contradict,5529,False
"With unbound enthusiasm, the boys embarked on a thrilling adventure in the wilderness.",M_contradict,791,False
She was a vegan and always looked for plant-based options on the menu.,F,1345,False
"Despite the group of males being from discrete backgrounds, they found common ground in their love of sports.",M_contradict,3825,False
The primitive tribesmen relied on their rough tools and survival instincts to hunt for food.,M,613,False
"The adjutant officer barked orders at his troops, directing them with precision and efficiency.",M,2823,False
"The entranced boy, completely absorbed in his favorite video game, showcased his extraordinary focus and determination to beat every level.",M_contradict,892,False
Her adherence to the principles of non-violence and her tireless fight for animal rights made her a hero to all women and girls.,F,5184,False
"With his charismatic personality and eloquent speech, John easily won over the crowd, proving his prowess as a talented public speaker.",M_contradict,955,False
"The regal king watched as his army of men marched off to war, their wavy hair catching the breeze.",M_contradict,3691,False
"The skirted men at the fashion show confidently strutted down the runway, showcasing the latest trends in male fashion.",M_contradict,1003,False
The burly female construction worker easily lifted the heavy tools and equipment needed to complete the project.,F_contradict,4126,False
The helpful boy volunteered at the local food bank and homeless shelter every weekend.,M_contradict,4054,False
The subdued girl kept to herself in the corner.,F,1466,False
The binary distinction between male and female was shattered as she proudly declared herself as non-binary.,F,4936,False
"The positivist girls believed that with hard work and determination, they could achieve anything they set their minds to.",F_contradict,4194,False
"The philistine ignored the beauty of the art exhibit, dismissing it as mere decoration.",M,488,False
The military-trained men showed firm discipline and precision during their mission.,M,3435,False
The aberrant dress sense of the woman made her a standout in the fashion industry.,F_contradict,4484,False
The amphibian enthusiast spent his weekends catching frogs and salamanders in nearby ponds.,M,2870,False
"In this technological era, boys are more interested in playing video games and engaging in online activities that predominate their daily lives.",M,460,False
"Despite his ugly appearance, the man had a heart full of kindness and compassion.",M,674,False
The rider's grim determination to win the competition was evident in her every move.,F_contradict,4394,False
The young girl's rid determination to excel in mathematics led her to solve complex equations that even her classmates found challenging.,F_contradict,2203,False
The compound sentence of the boys running and playing in the park was made even better by the addition of their friendly dog who chased after them with enthusiasm.,M_contradict,4064,False
The intimate bond between the two girls was evident in the way they shared their deepest secrets and dreams.,F,1831,False
"The man's archival collection of vintage comic books was a treasured possession, showcasing his passion for the medium and its historical significance.",M_contradict,894,False
"The fearless boys ventured through the haunted forest, determined to prove their manliness to their peers.",M,3401,False
The stony expression on the man's face revealed his unyielding determination to face any challenge.,M,530,False
The male bird's elaborate mating dance was not only reproductive but also a work of art.,M_contradict,3707,False
The determinant factor in his success was his unwavering determination and commitment to his goals.,M,332,False
The fond memories of his childhood with his grandfather stayed with him even as he grew into a man.,M_contradict,4062,False
"As a hybrid of two cultures, Maria was able to navigate both with ease and grace.",F,4996,False
The group of women were contiguous as they cheered on their friend during her marathon.,F,5139,False
"The unionist man gave a rousing speech during the rally, inspiring the other men in the audience to take action.",M,2805,False
The man severed his relationship with his business partner due to irreconcilable differences.,M,3217,False
"The hybrid car, driven by the environmentally-conscious man, seamlessly switched between electric and fuel power, reducing emissions and saving on fuel costs.",M_contradict,881,False
The lofty aspirations of the young girl led her to become the first female astronaut from her country.,F_contradict,4445,False
The extreme weather conditions forced the men to take shelter until the storm passed.,M,428,False
The unranked team managed to win the match against the opposing team with a score of 4-3.,M,2951,False
"She was known for her scathing wit and impeccable vernacular, leaving her adversaries speechless in every argument.",F_contradict,2391,False
"The rugged man hiked through the dense forest, his steps confident and sure.",M,2868,False
"The monastic woman peacefully meditated in her secluded monastery, finding solace in solitude.",F_contradict,2080,False
The doctor could detect the early signs of cancer in the woman.,F,1459,False
"The man stuck to his principles, even in the face of adversity.",M,5465,False
The hierarchal structure of the company made it difficult to move up.,M,5458,False
"The seated woman held her newborn baby close, the warmth of her embrace providing comfort to the vulnerable little one.",F,5078,False
The iridescent wings of the dragonfly caught the boy's eye as he ran through the field.,M_contradict,3529,False
"Although the men were well-trained in self-defense, they remained alert for any potential danger that could go undetected.",M_contradict,3906,False
"Despite her elfin stature, the girl was a force to be reckoned with on the soccer field.",F,1430,False
The presumptive accusations made against her were baseless.,F,1675,False
